Chip Run Info,Z:\Projects\Reprogramming\Fluidigm Projects\BioMark Data\BioMark Data\BJ Monocistronic\Combined Chip Run BJ Monocistronic\ChipRun.bml,Combined Chip Run,96.96 (136x),GE 96x96 Fast v2,ROX,FAM-MGB,8/4/2014 4:56:26 PM,00:24:51,BIOMARKHD227
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.4
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,Comments
S119-A83,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,CCND1,Test,19.5940319454332,0.987355361345535,Pass,0.00740197595583316,
S119-A82,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S119-A81,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,STAT3,Test,22.0372011634893,1,Pass,0.00740197595583316,
S119-A80,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S119-A79,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,APOE,Test,23.6478665793234,1,Pass,0.00740197595583316,
S119-A90,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,KDR,Test,25.5919657961242,0.91084860867022,Pass,0.00740197595583316,
S119-A89,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,MASP1,Test,999,0,Fail,0.00740197595583316,
S119-A88,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S119-A87,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S119-A86,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,KAT7 (Myst),Test,999,0,Fail,0.00740197595583316,
S119-A85,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,TET2,Test,999,0,Fail,0.00740197595583316,
S119-A96,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,GAPDH,Test,17.7070822066053,1,Pass,0.00740197595583316,
S119-A95,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,POU5F1,Test,999,0,Fail,0.00740197595583316,
S119-A94,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S119-A93,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S119-A92,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,NANOG,Test,26.9955828350195,0.278323013329822,Fail,0.00740197595583316,
S119-A91,MONO D21 SSEA4+ Tra1-60+ 15,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S172-A01,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,TET1,Test,999,0,Fail,0.00740197595583316,
S172-A02,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,PHC1,Test,999,0,Fail,0.00740197595583316,
S172-A03,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S172-A04,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SNAI2,Test,23.1373645699575,1,Pass,0.00740197595583316,
S172-A05,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,FOXD1,Test,22.6220284786211,1,Pass,0.00740197595583316,
S172-A06,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S172-A07,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CD44,Test,22.957574661435,1,Pass,0.00740197595583316,
S172-A08,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S172-A09,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
S172-A10,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,ZNF281,Test,24.3588168222011,1,Pass,0.00740197595583316,
S172-A11,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SP1,Test,23.7385744748611,1,Pass,0.00740197595583316,
S172-A12,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S172-A13,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SET,Test,25.2804016403945,1,Pass,0.00740197595583316,
S172-A14,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S172-A15,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S172-A16,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CDH2 (NCAD),Test,21.4020923926245,1,Pass,0.00740197595583316,
S172-A17,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S172-A18,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,TGFBR2,Test,22.7250669400926,1,Pass,0.00740197595583316,
S172-A19,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,DUSP10,Test,999,0,Fail,0.00740197595583316,
S172-A20,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S172-A21,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,MYC,Test,25.4989797318314,0.734241002719358,Pass,0.00740197595583316,
S172-A22,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S172-A23,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,TRIM28,Test,24.3079973707408,1,Pass,0.00740197595583316,
S172-A24,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S172-A25,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CDKN1A,Test,21.1584783158578,0.959652581117912,Pass,0.00740197595583316,
S172-A26,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,JMJD3,Test,999,0,Fail,0.00740197595583316,
S172-A27,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,RNF2,Test,999,0,Fail,0.00740197595583316,
S172-A28,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,LATS2,Test,999,0,Fail,0.00740197595583316,
S172-A29,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,T,Test,999,0,Fail,0.00740197595583316,
S172-A30,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,FGF2,Test,999,0,Fail,0.00740197595583316,
S172-A31,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S172-A32,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,KLF5,Test,999,0,Fail,0.00740197595583316,
S172-A33,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,KLF4,Test,999,0,Fail,0.00740197595583316,
S172-A34,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,NACC1,Test,26.1020138560475,0.778290302575115,Pass,0.00740197595583316,
S172-A35,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S172-A36,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S172-A37,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S172-A38,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S172-A39,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S172-A40,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SMARCC2,Test,22.2403176220399,0.836914011487642,Pass,0.00740197595583316,
S172-A41,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S172-A42,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S172-A43,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CDH1,Test,23.2576790943854,1,Pass,0.00740197595583316,
S172-A44,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S172-A45,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,LEFTY2,Test,999,0,Fail,0.00740197595583316,
S172-A46,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,RIF1,Test,999,0,Fail,0.00740197595583316,
S172-A47,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,ETV5,Test,999,0,Fail,0.00740197595583316,
S172-A48,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S172-A54,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S172-A53,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S172-A52,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,LOX,Test,19.9324544416437,1,Pass,0.00740197595583316,
S172-A51,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,JARID2,Test,999,0,Fail,0.00740197595583316,
S172-A50,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,KDM5A,Test,25.1852044239396,1,Pass,0.00740197595583316,
S172-A49,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S172-A60,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S172-A59,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,TCF3,Test,999,0,Fail,0.00740197595583316,
S172-A58,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S172-A57,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SALL1,Test,999,0,Fail,0.00740197595583316,
S172-A56,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S172-A55,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,Gata6,Test,24.4017850104815,0.859305229340995,Pass,0.00740197595583316,
S172-A66,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SMAD4,Test,23.7607081820583,1,Pass,0.00740197595583316,
S172-A65,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SOX13,Test,25.1750295466538,1,Pass,0.00740197595583316,
S172-A64,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,LUM,Test,19.2575337660713,0.904482129248534,Pass,0.00740197595583316,
S172-A63,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,HDAC2,Test,999,0,Fail,0.00740197595583316,
S172-A62,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SETD1A,Test,999,0,Fail,0.00740197595583316,
S172-A61,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,USP16,Test,999,0,Fail,0.00740197595583316,
S172-A72,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S172-A71,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,HESX1,Test,27.0673074032693,0.470342547574069,Pass,0.00740197595583316,
S172-A70,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S172-A69,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SALL4,Test,999,0,Fail,0.00740197595583316,
S172-A68,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S172-A67,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S172-A78,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,DVL2,Test,999,0,Fail,0.00740197595583316,
S172-A77,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S172-A76,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,GREM1,Test,21.9527146635621,0.969077847057365,Pass,0.00740197595583316,
S172-A75,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,COL3A1,Test,15.9022458094046,1,Pass,0.00740197595583316,
S172-A74,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S172-A73,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S172-A84,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,STEMCCA-P2A,Test,22.2306219138868,1,Pass,0.00740197595583316,
S172-A83,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,CCND1,Test,23.2886559265602,0.931122095444261,Pass,0.00740197595583316,
S172-A82,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S172-A81,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,STAT3,Test,24.7273132637676,1,Pass,0.00740197595583316,
S172-A80,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S172-A79,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,APOE,Test,24.2902708627198,1,Pass,0.00740197595583316,
S172-A90,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S172-A89,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,MASP1,Test,999,0,Fail,0.00740197595583316,
S172-A88,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S172-A87,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S172-A86,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,KAT7 (Myst),Test,25.4350431638984,0.88401220873797,Pass,0.00740197595583316,
S172-A85,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,TET2,Test,23.5289211538191,1,Pass,0.00740197595583316,
S172-A96,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,GAPDH,Test,19.760113218121,1,Pass,0.00740197595583316,
S172-A95,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,POU5F1,Test,25.0088342267932,1,Pass,0.00740197595583316,
S172-A94,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,LIN28A,Test,23.4250512338537,1,Pass,0.00740197595583316,
S172-A93,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S172-A92,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,NANOG,Test,999,0,Fail,0.00740197595583316,
S172-A91,MONO D11 SSEA4+ Tra1-60+ 10,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S118-A01,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,TET1,Test,999,0,Fail,0.00740197595583316,
S118-A02,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,PHC1,Test,999,0,Fail,0.00740197595583316,
S118-A03,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S118-A04,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SNAI2,Test,999,0,Fail,0.00740197595583316,
S118-A05,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,FOXD1,Test,22.3763619100924,1,Pass,0.00740197595583316,
S118-A06,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S118-A07,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CD44,Test,22.6933433767565,1,Pass,0.00740197595583316,
S118-A08,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S118-A09,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
S118-A10,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,ZNF281,Test,999,0,Fail,0.00740197595583316,
S118-A11,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SP1,Test,25.3612222312726,1,Pass,0.00740197595583316,
S118-A12,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S118-A13,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SET,Test,23.2828347404553,1,Pass,0.00740197595583316,
S118-A14,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S118-A15,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S118-A16,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CDH2 (NCAD),Test,22.7037064746998,1,Pass,0.00740197595583316,
S118-A17,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S118-A18,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,TGFBR2,Test,21.9342240358145,1,Pass,0.00740197595583316,
S118-A19,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,DUSP10,Test,999,0,Fail,0.00740197595583316,
S118-A20,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S118-A21,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,MYC,Test,23.2517203044405,0.724074457619316,Pass,0.00740197595583316,
S118-A22,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S118-A23,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,TRIM28,Test,24.0405641589625,0.981045681074052,Pass,0.00740197595583316,
S118-A24,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S118-A25,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CDKN1A,Test,20.3187380162632,0.969172972854205,Pass,0.00740197595583316,
S118-A26,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,JMJD3,Test,999,0,Fail,0.00740197595583316,
S118-A27,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,RNF2,Test,999,0,Fail,0.00740197595583316,
S118-A28,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,LATS2,Test,25.6445808878538,0.998634800229151,Pass,0.00740197595583316,
S118-A29,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,T,Test,999,0,Fail,0.00740197595583316,
S118-A30,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,FGF2,Test,25.6033343018405,1,Pass,0.00740197595583316,
S118-A31,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S118-A32,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,KLF5,Test,999,0,Fail,0.00740197595583316,
S118-A33,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,KLF4,Test,999,0,Fail,0.00740197595583316,
S118-A34,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,NACC1,Test,24.6323044723364,0.961715493537566,Pass,0.00740197595583316,
S118-A35,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S118-A36,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S118-A37,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S118-A38,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S118-A39,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S118-A40,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SMARCC2,Test,25.2433637825382,0.842565932463438,Pass,0.00740197595583316,
S118-A41,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S118-A42,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S118-A43,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CDH1,Test,22.2784498019936,1,Pass,0.00740197595583316,
S118-A44,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S118-A45,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,LEFTY2,Test,999,0,Fail,0.00740197595583316,
S118-A46,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,RIF1,Test,24.6981972400025,1,Pass,0.00740197595583316,
S118-A47,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,ETV5,Test,25.2812005929359,0.91401454158574,Pass,0.00740197595583316,
S118-A48,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S118-A54,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S118-A53,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S118-A52,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,LOX,Test,18.6513236367866,1,Pass,0.00740197595583316,
S118-A51,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,JARID2,Test,999,0,Fail,0.00740197595583316,
S118-A50,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,KDM5A,Test,999,0,Fail,0.00740197595583316,
S118-A49,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S118-A60,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S118-A59,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,TCF3,Test,999,0,Fail,0.00740197595583316,
S118-A58,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S118-A57,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SALL1,Test,999,0,Fail,0.00740197595583316,
S118-A56,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S118-A55,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,Gata6,Test,999,0,Fail,0.00740197595583316,
S118-A66,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SMAD4,Test,25.4064666483509,1,Pass,0.00740197595583316,
S118-A65,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SOX13,Test,25.5092768229385,1,Pass,0.00740197595583316,
S118-A64,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,LUM,Test,24.0857022270531,0.764192802502196,Pass,0.00740197595583316,
S118-A63,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,HDAC2,Test,24.4361962192923,0.937726481488405,Pass,0.00740197595583316,
S118-A62,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SETD1A,Test,999,0,Fail,0.00740197595583316,
S118-A61,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,USP16,Test,999,0,Fail,0.00740197595583316,
S118-A72,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S118-A71,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S118-A70,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S118-A69,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SALL4,Test,999,0,Fail,0.00740197595583316,
S118-A68,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S118-A67,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S118-A78,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,DVL2,Test,999,0,Fail,0.00740197595583316,
S118-A77,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S118-A76,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,GREM1,Test,999,0,Fail,0.00740197595583316,
S118-A75,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,COL3A1,Test,999,0,Fail,0.00740197595583316,
S118-A74,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S118-A73,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S118-A84,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,STEMCCA-P2A,Test,20.6399592585598,1,Pass,0.00740197595583316,
S118-A83,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,CCND1,Test,21.3374686262754,1,Pass,0.00740197595583316,
S118-A82,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S118-A81,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,STAT3,Test,23.4596096545227,1,Pass,0.00740197595583316,
S118-A80,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S118-A79,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,APOE,Test,999,0,Fail,0.00740197595583316,
S118-A90,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S118-A89,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,MASP1,Test,999,0,Fail,0.00740197595583316,
S118-A88,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S118-A87,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S118-A86,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,KAT7 (Myst),Test,999,0,Fail,0.00740197595583316,
S118-A85,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,TET2,Test,26.3571690110224,1,Pass,0.00740197595583316,
S118-A96,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,GAPDH,Test,19.3956996511877,1,Pass,0.00740197595583316,
S118-A95,MONO D21 SSEA4+ Tra1-60+ 3,Unknown,1,POU5F1,Test,999,0,Fail,0.00740197595583316,
